Tracking_ID	gene_id	gene	locus	BAP_log2(fold_change)	BAP_test_stat	BAP_p_value	BAP_q_value	BAP_significant	BaP500_Log2FC_0	BaP500_Log2FC_1	BaP500_Log2FC_2	BaP500_Log2FC_3
ENSG00000162981	ENSG00000162981	FAM84A	chr2:14632685-14650814	0.597198	1.48603	0.0023	0.0200038	yes	0.614798524	0.81928926	0.548590201	0.370228882
ENSG00000137414	ENSG00000137414	FAM8A1	chr6:17600354-17611719	1.07481	2.86943	5.00E-05	0.000920822	yes	0.792975212	1.489452147	1.165589056	0.715490213
ENSG00000153789	ENSG00000153789	FAM92B	chr16:85098357-85112508	0.823848	1.81414	0.00025	0.00355878	yes	0.798581701	-0.047396678	1.287719627	0.950085947
ENSG00000166797	ENSG00000166797	FAM96A	chr15:64072558-64094018	0.654863	1.42357	0.004	0.029983	yes	0.485690396	0.773925612	0.385708693	0.911658116
ENSG00000112039	ENSG00000112039	FANCE	chr6:35452360-35467103	-1.51917	-3.24996	5.00E-05	0.000920822	yes	-1.834975951	-2.332229681	-1.837328668	-0.651012725
ENSG00000183161	ENSG00000183161	FANCF	chr11:22622518-22813055	0.682427	1.407	0.0049	0.0349466	yes	0.762358592	0.843240749	0.32446794	0.745719246
ENSG00000203780	ENSG00000203780	FANK1	chr10:125896538-126009592	0.923041	1.50194	0.0021	0.0188692	yes	0.910787008	0.629295216	1.069087846	1.042251019
ENSG00000026103	ENSG00000026103	FAS	chr10:88879733-89015785	0.655749	1.77443	0.00035	0.00464046	yes	1.003482773	0.768563197	0.204815001	0.526859693
ENSG00000151876	ENSG00000151876	FBXO4	chr5:41925253-41941743	0.850455	1.43485	0.00495	0.0352141	yes	0.721720512	1.273644974	0.748180824	0.551635908
ENSG00000174013	ENSG00000174013	FBXO45	chr3:196554176-196589059	-0.523183	-1.4555	0.00385	0.0293261	yes	-0.725965332	0.030492911	-1.073154794	-0.551935473
ENSG00000204923	ENSG00000204923	FBXO48	chr2:68459418-68467258	1.21877	2.20723	5.00E-05	0.000920822	yes	0.993279227	0.853874144	1.841774231	0.946638417
ENSG00000275395	ENSG00000275395	FCGBP	chr19:39863322-39934626	2.26549	1.73386	0.00135	0.013421	yes	1.621450662	1.156388033	3.632567438	0.608173512
ENSG00000197948	ENSG00000197948	FCHSD1	chr5:141636949-141651419	-1.09513	-1.46318	0.00255	0.0216053	yes	-0.402596058	-1.296091922	-2.524814217	-0.902678947
ENSG00000160752	ENSG00000160752	FDPS	chr1:155308747-155331114	-0.671418	-1.59039	0.00115	0.0118763	yes	-0.690083292	-1.104700448	-0.676437655	-0.320066484
ENSG00000161513	ENSG00000161513	FDXR	chr17:74862496-74873031	1.11928	1.28866	0.0019	0.0173934	yes	1.835772656	0.506460663	0.556368716	1.15624753
ENSG00000066926	ENSG00000066926	FECH	chr18:57548282-57586772	0.924326	1.45148	0.00145	0.0142445	yes	1.229766035	1.195127237	0.36126135	0.741323634
ENSG00000169018	ENSG00000169018	FEM1B	chr15:68267791-68295865	-0.941905	-1.42781	0.0042	0.0310206	yes	-1.669204022	-0.091262805	-1.874481577	-0.846000719
ENSG00000088340	ENSG00000088340	FER1L4	chr20:35558736-35607562	-1.02188	-1.47913	0.0009	0.00981167	yes	-0.365123266	-1.394280888	-1.088642809	-1.544332739
ENSG00000073712	ENSG00000073712	FERMT2	chr14:52857267-52952435	-1.44898	-3.24842	5.00E-05	0.000920822	yes	-1.789072226	-0.758307877	-2.129711748	-1.489753374
ENSG00000149557	ENSG00000149557	FEZ1	chr11:125445744-125499528	-1.07021	-1.71523	0.00045	0.00569852	yes	-1.117740726	-1.351908722	-1.647574	-0.447654783
ENSG00000180263	ENSG00000180263	FGD6	chr12:95076748-95217482	-1.33388	-2.09121	0.0003	0.00412888	yes	-2.530928634	-0.73528982	-1.93010812	-0.860743429
ENSG00000129682	ENSG00000129682	FGF13	chrX:138614730-139222777	-1.00977	-1.11957	0.00365	0.0282915	yes	-1.388794326	-1.500232642	-0.600949702	-0.756804535
ENSG00000138685	ENSG00000138685	FGF2	chr4:122826707-122922968	-2.24029	-3.96547	5.00E-05	0.000920822	yes	-2.82878498	-1.45390218	-3.574805559	-1.960889448
ENSG00000077782	ENSG00000077782	FGFR1	chr8:38411137-38468834	-2.52104	-0.38166	5.00E-05	0.000920822	yes	-3.190957129	-3.130024354	-2.27852386	-1.904917082
ENSG00000000938	ENSG00000000938	FGR	chr1:27612063-27635277	-2.08692	-1.49533	5.00E-05	0.000920822	yes	-1.896164485	-1.654794568	-2.896068079	-2.178203913
ENSG00000142621	ENSG00000142621	FHAD1	chr1:15247271-15400283	0.936091	1.45162	0.00125	0.0125865	yes	0.948471787	0.296384717	1.425070945	0.856136776
ENSG00000137460	ENSG00000137460	FHDC1	chr4:152936351-152979696	-0.485324	-1.44386	0.004	0.029983	yes	-0.464789093	-0.244422521	-0.929112581	-0.389423102
ENSG00000189283	ENSG00000189283	FHIT	chr3:59749309-61251459	-4.56016	-1.34699	5.00E-05	0.000920822	yes	-5.009939533	-5.444444056	-3.535086465	-5.093338808
ENSG00000022267	ENSG00000022267	FHL1	chrX:136146701-136211359	-0.963907	-1.58369	0.00035	0.00464046	yes	-1.198307204	-1.67154004	-1.133038422	-0.242960136
ENSG00000115641	ENSG00000115641	FHL2	chr2:105357711-105438513	-0.881806	-2.56292	5.00E-05	0.000920822	yes	-0.928056419	-0.947402038	-1.056019968	-0.631149983
ENSG00000197296	ENSG00000197296	FITM2	chr20:44302837-44311169	1.29818	2.42351	5.00E-05	0.000920822	yes	1.180613124	1.088309055	1.643532201	1.213813899
ENSG00000176826	ENSG00000176826	FKBP9P1	chr7:55681073-55713252	-1.57152	-1.80016	0.00285	0.0233886	yes	-0.99619525	-1.729564088	-1.830341328	-1.933728904
ENSG00000237975	ENSG00000237975	FLG-AS1	chr1:152122533-152445456	2.42136	1.32726	0.0002	0.00299194	yes	3.582990616	1.849885376	1.648920738	1.434422813
ENSG00000196924	ENSG00000196924	FLNA	chrX:154348523-154374638	-1.31566	-2.00606	5.00E-05	0.000920822	yes	-1.305963926	-1.337203016	-1.968615553	-0.85927569
ENSG00000136068	ENSG00000136068	FLNB	chr3:58008399-58172251	-1.13716	-1.24646	0.003	0.0243224	yes	-1.216595329	-1.11778803	-1.562738304	-0.763640704
ENSG00000137312	ENSG00000137312	FLOT1	chr6:30727708-30742733	-0.780146	-1.92118	0.0002	0.00299194	yes	-0.722066674	-1.508098271	-0.435860023	-0.661611319
ENSG00000157827	ENSG00000157827	FMNL2	chr2:152335236-152649834	-1.52358	-3.47514	5.00E-05	0.000920822	yes	-1.743035592	-0.850329297	-2.395091524	-1.523769376
ENSG00000094963	ENSG00000094963	FMO2	chr1:171185207-171227788	0.677645	1.58186	0.0004	0.00515795	yes	0.367256804	1.220253895	0.26834842	0.654343254
ENSG00000007933	ENSG00000007933	FMO3	chr1:171090876-171117819	1.2297	1.47217	0.0006	0.00716698	yes	0.952164129	1.073820326	1.713898172	1.043018192
ENSG00000131781	ENSG00000131781	FMO5	chr1:147172770-147517875	1.80303	2.05112	0.0001	0.00170374	yes	1.514368618	1.759102766	2.334175202	1.418914707
ENSG00000141560	ENSG00000141560	FN3KRP	chr17:82716682-82734143	-0.580134	-1.50623	0.00125	0.0125865	yes	-0.573676804	-1.19281048	-0.433751546	-0.275923087
ENSG00000075420	ENSG00000075420	FNDC3B	chr3:172039627-172401665	-0.71339	-1.36988	5.00E-05	0.000920822	yes	-1.045879146	-0.238117502	-1.225746479	-0.556895698
ENSG00000110203	ENSG00000110203	FOLR3	chr11:72114868-72139892	-2.24172	-0.963498	0.00105	0.011112	yes	-1.344462305	-3.701963084	-2.659940136	-2.205115543
ENSG00000054598	ENSG00000054598	FOXC1	chr6:1609971-1613897	-0.752631	-2.19716	5.00E-05	0.000920822	yes	-1.111572399	-0.156646962	-1.272344827	-0.736491106
ENSG00000176692	ENSG00000176692	FOXC2	chr16:86565144-86569728	-1.6395	-1.92605	0.00145	0.0142445	yes	-1.912804993	-0.371918775	-4.999220784	-2.222488546
ENSG00000129654	ENSG00000129654	FOXJ1	chr17:76136332-76240373	1.58637	3.61841	5.00E-05	0.000920822	yes	1.147331024	0.6652992	2.611881085	1.068838545
ENSG00000164916	ENSG00000164916	FOXK1	chr7:4682308-4771443	-0.80418	-1.70138	0.0001	0.00170374	yes	-0.836102933	-0.618556218	-1.071867369	-0.728412606
ENSG00000139445	ENSG00000139445	FOXN4	chr12:109277978-109309220	2.40071	1.85755	0.00085	0.00938259	yes	2.963540353	0.8813318	3.145410598	1.395959259
ENSG00000118689	ENSG00000118689	FOXO3	chr6:108559834-108684774	-1.01757	-2.921	5.00E-05	0.000920822	yes	-1.276010546	-0.378305827	-1.706108089	-1.037933437
ENSG00000137166	ENSG00000137166	FOXP4	chr6:41494852-41602384	-0.746961	-1.50515	0.00175	0.0164144	yes	-0.666369983	-1.367988537	-0.523276866	-0.577514385
ENSG00000100350	ENSG00000100350	FOXRED2	chr22:36487189-36507101	1.48067	1.39525	0.0039	0.0294999	yes	1.305838899	0.764206941	1.917880055	1.684259696
ENSG00000254685	ENSG00000254685	FPGT	chr1:74198211-74544428	1.01616	2.09122	5.00E-05	0.000920822	yes	0.786683743	1.177068229	1.368764107	0.605350842
ENSG00000111816	ENSG00000111816	FRK	chr6:115931148-116060758	1.1671	3.42096	5.00E-05	0.000920822	yes	0.582071354	1.237660715	1.574895509	1.103051142
ENSG00000139926	ENSG00000139926	FRMD6	chr14:51454511-51730727	-0.981357	-2.29991	5.00E-05	0.000920822	yes	-1.178234651	-0.412526925	-1.530205842	-1.03923097
ENSG00000073910	ENSG00000073910	FRY	chr13:32025313-32299122	1.84617	0.98437	0.0063	0.0421804	yes	2.414152296	0.310195858	2.698551194	0.400950422
ENSG00000075618	ENSG00000075618	FSCN1	chr7:5592822-5606655	-0.947952	-1.79989	0.00065	0.00761591	yes	-1.145788066	-1.519002879	-1.092528386	-0.315336569
ENSG00000134363	ENSG00000134363	FST	chr5:53480408-53487134	-2.28747	-5.43407	5.00E-05	0.000920822	yes	-2.681630042	-2.157311675	-3.26555312	-1.576425968
ENSG00000070404	ENSG00000070404	FSTL3	chr19:676364-683399	-1.44292	-1.57588	0.0008	0.0089782	yes	-1.457558647	-1.947584773	-2.444510032	-0.590258123
ENSG00000179163	ENSG00000179163	FUCA1	chr1:23845076-23868294	0.93349	2.80495	5.00E-05	0.000920822	yes	1.138000891	0.854648193	0.841647676	0.87844471
ENSG00000069509	ENSG00000069509	FUNDC1	chrX:44523638-44543001	0.546258	1.33002	0.0077	0.0489738	yes	0.611940004	0.689590343	0.081538702	0.715354075
ENSG00000174951	ENSG00000174951	FUT1	chr19:48748010-48755390	-1.0664	-1.57097	0.00015	0.00239372	yes	-1.01150378	-0.715988633	-1.758432805	-0.972424036
ENSG00000171124	ENSG00000171124	FUT3	chr19:5842887-5858239	-0.755185	-1.55583	0.00085	0.00938259	yes	-0.318722863	-1.010198662	-0.67808083	-1.162848823
ENSG00000137731	ENSG00000137731	FXYD2	chr11:117427772-117877486	-4.05423	-1.20047	0.00015	0.00239372	yes	-3.225449771	-3.047032359	-6.27986341	
ENSG00000089356	ENSG00000089356	FXYD3	chr19:35115878-35124324	0.498236	1.43447	0.0042	0.0310206	yes	0.593943063	0.392376557	0.008304648	0.865723301
ENSG00000089327	ENSG00000089327	FXYD5	chr19:35154729-35169883	-1.15591	-2.183	5.00E-05	0.000920822	yes	-1.110759244	-1.36987774	-1.963943947	-0.537797886
ENSG00000082074	ENSG00000082074	FYB	chr5:39105235-39274528	-0.536129	-1.36322	0.0025	0.0212968	yes	-1.033860506	0.048372625	-1.091386304	-0.383327795
ENSG00000123689	ENSG00000123689	G0S2	chr1:209661363-209734950	-1.60244	-3.01887	5.00E-05	0.000920822	yes	-2.003926389	-1.346151574	-2.007882693	-1.231155497
ENSG00000109458	ENSG00000109458	GAB1	chr4:143336761-143474568	-0.75223	-1.12291	0.0006	0.00716698	yes	-1.016779493	-0.360718447	-0.713593992	-1.023425262
ENSG00000204681	ENSG00000204681	GABBR1	chr6:29555514-29633976	-1.17549	-1.4753	0.0021	0.0188692	yes	-0.251142312	-0.99573916	-2.223430867	-2.216995909
ENSG00000166206	ENSG00000166206	GABRB3	chr15:26543545-26949207	1.29317	0.850788	0.0018	0.0167277	yes	1.025794364	0.811921119	1.741182965	1.41572141
ENSG00000102287	ENSG00000102287	GABRE	chrX:151953123-151974680	-0.957474	-1.2727	0.00095	0.0102695	yes	-0.254315841	-0.831877035	-1.367365712	-1.878081615
ENSG00000054983	ENSG00000054983	GALC	chr14:87710418-87993665	0.614215	1.45924	0.0024	0.0207456	yes	0.572736182	0.636724458	0.691583342	0.551592338
ENSG00000257594	ENSG00000257594	GALNT4	chr12:89419717-89548005	1.49534	1.75915	0.0017	0.0160629	yes	0.974421141	1.467138057	2.133082568	1.111777101
ENSG00000109586	ENSG00000109586	GALNT7	chr4:173131927-173329694	-0.746656	-1.35759	0.0062	0.0416691	yes	-0.750624365	-0.808836642	-0.567051709	-0.878984656
ENSG00000106105	ENSG00000106105	GARS	chr7:30496620-30634033	-0.694749	-1.36098	0.00335	0.0264605	yes	-0.543669512	-0.230942012	-1.506760942	-0.782734168
ENSG00000141448	ENSG00000141448	GATA6	chr18:22169442-22205229	-0.907711	-2.26116	5.00E-05	0.000920822	yes	-0.993143743	-0.888361588	-1.376141024	-0.505812642
ENSG00000167491	ENSG00000167491	GATAD2A	chr19:19385825-19508931	-0.622256	-1.33208	0.00095	0.0102695	yes	-0.38826279	-1.005680748	-0.350497859	-0.856688101
ENSG00000143614	ENSG00000143614	GATAD2B	chr1:153804724-153922975	-0.932578	-1.25278	0.0069	0.0449392	yes	-0.65387891	-0.87562005	-1.148962597	-1.107359674
ENSG00000117226	ENSG00000117226	GBP3	chr1:89006665-89022894	0.727666	1.78063	0.0001	0.00170374	yes	0.793640927	0.823749828	0.741868766	0.534100186
ENSG00000183347	ENSG00000183347	GBP6	chr1:89364057-89386461	0.511557	1.43502	0.0044	0.0322111	yes	0.23879106	0.44007528	0.529405889	0.784358366
ENSG00000115271	ENSG00000115271	GCA	chr2:162318839-162838730	0.98651	1.51674	0.001	0.0106629	yes	1.088320476	0.907033966	0.853840074	1.081878121
ENSG00000023909	ENSG00000023909	GCLM	chr1:93885204-93909456	1.25437	2.07734	0.0001	0.00170374	yes	1.552648422	1.811181257	0.168243101	0.982568768
ENSG00000111846	ENSG00000111846	GCNT2	chr6:10492222-10629368	0.727442	1.42589	0.00165	0.0157274	yes	0.689456287	0.557475034	0.89443178	0.748074878
ENSG00000176928	ENSG00000176928	GCNT4	chr5:75025345-75030899	0.597439	1.38128	0.0065	0.0430698	yes	0.473898925	0.800168579	0.687715785	0.390908777
ENSG00000119125	ENSG00000119125	GDA	chr9:72114594-72257193	1.10077	2.99537	5.00E-05	0.000920822	yes	1.159810188	1.523093738	0.717448618	0.868811843
ENSG00000130513	ENSG00000130513	GDF15	chr19:18374730-18389176	-0.842365	-2.29365	5.00E-05	0.000920822	yes	-0.572509732	-1.232038134	-1.461694087	-0.377654465
ENSG00000203879	ENSG00000203879	GDI1	chrX:154436912-154443467	-0.813304	-1.99627	0.0001	0.00170374	yes	-0.517727466	-1.489713885	-0.41221543	-1.088392674
ENSG00000145990	ENSG00000145990	GFOD1	chr6:13357829-13487662	-0.807197	-2.01645	5.00E-05	0.000920822	yes	-1.30720368	-0.655908297	-0.583900396	-0.785819018
ENSG00000146830	ENSG00000146830	GIGYF1	chr7:100679506-100689448	-0.580853	-1.18682	0.0023	0.0200038	yes	-0.085690757	-0.455879144	-0.941299055	-1.052567814
ENSG00000152661	ENSG00000152661	GJA1	chr6:121435691-121449727	-0.765524	-2.22418	5.00E-05	0.000920822	yes	-1.15272763	-0.406571601	-1.539948743	-0.313164935
ENSG00000188910	ENSG00000188910	GJB3	chr1:34712736-34859816	-0.96773	-2.04273	0.00015	0.00239372	yes	-1.156570625	-0.896032064	-1.595011785	-0.457433614
ENSG00000182963	ENSG00000182963	GJC1	chr17:44798447-44830816	-1.61021	-1.06777	0.0019	0.0173934	yes	-1.608442451	-1.190765226	-1.47300905	-2.442597375
ENSG00000106415	ENSG00000106415	GLCCI1	chr7:7636517-8094272	1.06903	0.982271	0.0035	0.0273998	yes	1.049459591	1.124307765	1.23735906	0.835702798
ENSG00000138604	ENSG00000138604	GLCE	chr15:69160583-69272217	0.599835	1.47359	0.0019	0.0173934	yes	0.48802328	0.802368317	0.496984067	0.589223634
ENSG00000106571	ENSG00000106571	GLI3	chr7:41960949-42237870	-1.83971	-3.11974	5.00E-05	0.000920822	yes	-2.307025732	-1.443288253	-1.676456007	-2.09012278
ENSG00000122694	ENSG00000122694	GLIPR2	chr9:36136535-36163913	1.98562	1.6916	0.00035	0.00464046	yes	1.088528139	1.855465897	2.941509521	1.271412811
ENSG00000126603	ENSG00000126603	GLIS2	chr16:4314760-4425705	-1.77977	-1.77409	0.00355	0.0276684	yes	-2.433468888	-1.895313275	-2.236093836	-1.003677232
ENSG00000107249	ENSG00000107249	GLIS3	chr9:3824126-4348392	0.947678	2.01312	5.00E-05	0.000920822	yes	0.675384193	0.866997432	1.325799591	0.837920359
ENSG00000109738	ENSG00000109738	GLRB	chr4:157076056-157172090	1.11299	1.73891	0.00015	0.00239372	yes	0.868964646	1.537730875	1.104857465	0.824744376
ENSG00000023572	ENSG00000023572	GLRX2	chr1:193096467-193106114	0.658932	1.34343	0.00685	0.0447375	yes	0.582521065	0.502544533	0.038628711	1.247524187
ENSG00000196743	ENSG00000196743	GM2A	chr5:151181051-151270440	0.501837	1.37899	0.0053	0.0369951	yes	0.36781044	0.278693001	0.591206469	0.726013925
ENSG00000162419	ENSG00000162419	GMEB1	chr1:28668731-28719353	-0.730641	-1.39856	0.0074	0.0474077	yes	-1.144033922	-0.875211688	-0.779975506	-0.267941396
ENSG00000112312	ENSG00000112312	GMNN	chr6:24774930-24786099	0.672404	1.48809	0.0031	0.0248758	yes	0.620031473	0.518025052	0.914401977	0.605233383
ENSG00000060558	ENSG00000060558	GNA15	chr19:3136192-3163769	-0.593932	-1.54366	0.00185	0.0170798	yes	-0.46824526	-1.081796325	-0.855830157	-0.148315235
ENSG00000204628	ENSG00000204628	GNB2L1	chr5:181236908-181272307	-0.672548	-1.5664	0.0019	0.0173934	yes	-0.815703496	-0.720376154	-0.533734629	-0.635405942
ENSG00000173905	ENSG00000173905	GOLIM4	chr3:168008676-168095975	-0.916735	-2.42751	5.00E-05	0.000920822	yes	-0.973987102	-0.298349143	-1.436025455	-1.227822992
ENSG00000135052	ENSG00000135052	GOLM1	chr9:86026145-86100173	0.639839	1.86363	0.0001	0.00170374	yes	0.6542622	0.827981306	0.546206816	0.509310981
ENSG00000119927	ENSG00000119927	GPAM	chr10:112149863-112215377	1.36025	1.61176	5.00E-05	0.000920822	yes	1.298738366	1.614679126	1.433273785	1.032840916
ENSG00000158669	ENSG00000158669	GPAT4	chr8:41529205-41625001	-0.635713	-1.46424	0.00495	0.0352141	yes	-0.382952251	-1.003301164	-0.340948647	-0.945501034
ENSG00000160818	ENSG00000160818	GPATCH4	chr1:156594486-156601496	0.839019	1.0588	0.00535	0.0372703	yes	1.084573606	-0.138580121	0.715967025	1.312423635
ENSG00000152642	ENSG00000152642	GPD1L	chr3:32105688-32168713	0.528353	1.4428	0.00205	0.018538	yes	0.297149992	0.712253905	0.676679731	0.382497699
ENSG00000136235	ENSG00000136235	GPNMB	chr7:23235966-23275108	-1.23253	-2.03428	5.00E-05	0.000920822	yes	-1.348530877	-1.326017079	-0.957405566	-1.337379588
ENSG00000101850	ENSG00000101850	GPR143	chrX:9725345-9786297	1.82392	1.02871	0.00525	0.0368466	yes	1.822026026	1.545593027	1.42120758	2.33014902
ENSG00000158292	ENSG00000158292	GPR153	chr1:6247345-6260975	-1.06437	-3.10152	5.00E-05	0.000920822	yes	-1.240078181	-1.188200625	-1.711725577	-0.424229556
ENSG00000180758	ENSG00000180758	GPR157	chr1:9100304-9129170	-0.985354	-1.6274	5.00E-05	0.000920822	yes	-1.501349725	-0.87358351	-1.641368665	-0.320407047
ENSG00000166073	ENSG00000166073	GPR176	chr15:39600030-39920892	-1.42042	-1.5579	0.00235	0.0203508	yes	-1.108487498	-1.30448956	-1.769819128	-1.58845145
ENSG00000138271	ENSG00000138271	GPR87	chr3:151085696-151458709	0.852882	1.96971	0.00015	0.00239372	yes	0.888628321	1.150975602	0.567380044	0.740306518
ENSG00000013588	ENSG00000013588	GPRC5A	chr12:12890781-12917937	-1.18825	-1.74075	0.00025	0.00355878	yes	-1.448467447	-0.974497618	-1.450934092	-0.959518047
ENSG00000233276	ENSG00000233276	GPX1	chr3:49357175-49358600	-0.6964	-1.88992	0.00035	0.00464046	yes	-0.960146485	-1.913944122	0.059194778	-0.627752897
ENSG00000167468	ENSG00000167468	GPX4	chr19:1103925-1106791	-1.07218	-2.51256	5.00E-05	0.000920822	yes	-1.163240767	-2.068388867	-0.001544851	-2.194005816
ENSG00000178075	ENSG00000178075	GRAMD1C	chr3:113828181-113947570	1.06019	1.73234	0.00015	0.00239372	yes	0.954581484	1.067090417	1.45366412	0.649422885
ENSG00000155324	ENSG00000155324	GRAMD3	chr5:126360131-126498604	-0.691469	-1.32549	0.0051	0.0359908	yes	-0.723402926	-0.454529768	-1.309666511	-0.438179074
ENSG00000106070	ENSG00000106070	GRB10	chr7:50590062-50793462	-1.21425	-1.82235	0.00025	0.00355878	yes	-1.067805379	-0.688002478	-1.580044117	-1.777136001
ENSG00000141738	ENSG00000141738	GRB7	chr17:39737926-39747291	-1.60596	-2.33408	5.00E-05	0.000920822	yes	-1.498830398	-1.345307814	-3.07009094	-1.159765277
ENSG00000166923	ENSG00000166923	GREM1	chr15:32717269-32745107	-2.24908	-1.57311	0.0006	0.00716698	yes	-3.435344277	-1.682460953	-2.300654044	-2.092513428
ENSG00000083307	ENSG00000083307	GRHL2	chr8:101461176-101669726	0.981015	2.12858	5.00E-05	0.000920822	yes	1.0728301	0.655977684	1.392501902	0.669782893
ENSG00000158055	ENSG00000158055	GRHL3	chr1:24307555-24472976	-1.35041	-1.73826	0.00215	0.0191962	yes	-1.528317843	-1.281047782	-2.38309209	-0.692349095
ENSG00000178719	ENSG00000178719	GRINA	chr8:143977152-144047085	-0.58657	-1.38841	0.0045	0.0328239	yes	-0.560472226	-0.661887484	-0.632147295	-0.49746056
ENSG00000155974	ENSG00000155974	GRIP1	chr12:66302544-66804186	-1.31241	-1.39478	5.00E-05	0.000920822	yes	-1.948899421	-1.990338471	-0.427910175	-1.487801406
ENSG00000198873	ENSG00000198873	GRK5	chr10:119207588-119459742	-1.79979	-2.43212	5.00E-05	0.000920822	yes	-1.62939548	-2.612075448	-1.715810635	-1.48339749
ENSG00000164284	ENSG00000164284	GRPEL2	chr5:149345429-149357642	-1.28807	-3.00719	5.00E-05	0.000920822	yes	-1.589912973	-0.446179883	-2.945189544	-1.17795591
ENSG00000260822	ENSG00000260822	GS1-358P8.4	chrX:24545515-24550466	0.757066	1.68451	0.00095	0.0102695	yes	0.59092988	0.908553335	1.053255943	0.380305545
ENSG00000189369	ENSG00000189369	GSPT2	chrX:51743430-51746232	0.972861	1.5245	0.004	0.029983	yes	0.789708609	1.239987447	1.13624899	0.643521265
ENSG00000243955	ENSG00000243955	GSTA1	chr6:52791663-52803910	1.27713	2.76383	5.00E-05	0.000920822	yes	1.290676071	0.403558287	1.572934496	1.560689507
ENSG00000244067	ENSG00000244067	GSTA2	chr6:52750088-52763569	1.60939	1.71146	0.0042	0.0310206	yes	0.337792568	1.442573816	1.64369036	2.350037818
ENSG00000170899	ENSG00000170899	GSTA4	chr6:52977947-52995378	1.8383	2.65645	5.00E-05	0.000920822	yes	1.68664491	1.025035157	2.350048179	1.982232588
ENSG00000277053	ENSG00000277053	GTF2IP1	chr7:75185384-75237696	-1.38486	-3.15247	5.00E-05	0.000920822	yes	-0.948116693	-1.268298521	-1.380826466	-2.222655395
